包螟家疙,包螟矫埃,困档,版档,炼困(cm),荐柯(∩),堪盒(PSU),蜡狼颇绊(m),蜡狼颇林扁(sec),弥措颇绊(m),弥措颇林扁(sec),浅加(m/s),,浅氢(deg),扁柯(∩),扁拘(hPa),矫沥(m)
傣利档,2022-12-19 17:17,37.226333,126.156556,332,-,-,-,-,-,-,2.5,合悼,48,-3.3,1026.6,-
傣利档,2022-12-19 17:18,37.226333,126.156556,331,-,-,-,-,-,-,2.2,合悼,35,-3.4,1026.6,-
傣利档,2022-12-19 17:19,37.226333,126.156556,329,-,-,-,-,-,-,1.9,合合悼,25,-3.4,1026.6,-
傣利档,2022-12-19 17:20,37.226333,126.156556,327,-,-,-,-,-,-,1.3,合合悼,22,-3.4,1026.6,-
傣利档,2022-12-19 17:21,37.226333,126.156556,326,-,-,-,-,-,-,0.7,合悼,46,-3.5,1026.6,-
傣利档,2022-12-19 17:22,37.226333,126.156556,324,-,-,-,-,-,-,1.7,合合悼,20,-3.4,1026.6,-
傣利档,2022-12-19 17:23,37.226333,126.156556,323,-,-,-,-,-,-,1.4,合合悼,13,-3.3,1026.6,-
傣利档,2022-12-19 17:24,37.226333,126.156556,322,-,-,-,-,-,-,1.5,合悼,47,-3.4,1026.6,-
傣利档,2022-12-19 17:25,37.226333,126.156556,321,-,-,-,-,-,-,1.9,合悼,56,-3.4,1026.6,-
傣利档,2022-12-19 17:26,37.226333,126.156556,320,-,-,-,-,-,-,3.3,合悼,50,-3.3,1026.6,-
傣利档,2022-12-19 17:27,37.226333,126.156556,318,-,-,-,-,-,-,2.5,悼合悼,57,-3.3,1026.6,-
傣利档,2022-12-19 17:28,37.226333,126.156556,316,-,-,-,-,-,-,2.1,合悼,54,-3.4,1026.6,-
傣利档,2022-12-19 17:29,37.226333,126.156556,315,-,-,-,-,-,-,3.2,合悼,48,-3.4,1026.6,-
傣利档,2022-12-19 17:30,37.226333,126.156556,313,-,-,-,-,-,-,1.8,合悼,35,-3.3,1026.6,-
傣利档,2022-12-19 17:31,37.226333,126.156556,312,-,-,-,-,-,-,1.7,合悼,39,-3.3,1026.6,-
傣利档,2022-12-19 17:32,37.226333,126.156556,311,-,-,-,-,-,-,2.6,合悼,39,-3.3,1026.6,-
傣利档,2022-12-19 17:33,37.226333,126.156556,310,-,-,-,-,-,-,0.5,合合辑,348,-3.4,1026.6,-
傣利档,2022-12-19 17:34,37.226333,126.156556,308,-,-,-,-,-,-,1,悼合悼,68,-3.4,1026.6,-
傣利档,2022-12-19 17:35,37.226333,126.156556,307,-,-,-,-,-,-,2,悼合悼,63,-3.4,1026.6,-
傣利档,2022-12-19 17:36,37.226333,126.156556,306,-,-,-,-,-,-,2.8,悼合悼,59,-3.4,1026.6,-
傣利档,2022-12-19 17:37,37.226333,126.156556,305,-,-,-,-,-,-,2.3,合合悼,28,-3.4,1026.6,-
傣利档,2022-12-19 17:38,37.226333,126.156556,303,-,-,-,-,-,-,2.3,悼合悼,60,-3.4,1026.6,-
傣利档,2022-12-19 17:39,37.226333,126.156556,302,-,-,-,-,-,-,2.3,合悼,42,-3.4,1026.6,-
傣利档,2022-12-19 17:40,37.226333,126.156556,301,-,-,-,-,-,-,2.9,悼合悼,62,-3.4,1026.6,-
傣利档,2022-12-19 17:41,37.226333,126.156556,300,-,-,-,-,-,-,2.6,悼合悼,72,-3.3,1026.6,-
傣利档,2022-12-19 17:42,37.226333,126.156556,299,-,-,-,-,-,-,2.8,悼合悼,70,-3.3,1026.6,-
傣利档,2022-12-19 17:43,37.226333,126.156556,298,-,-,-,-,-,-,3.7,悼合悼,64,-3.2,1026.6,-
傣利档,2022-12-19 17:44,37.226333,126.156556,297,-,-,-,-,-,-,3.5,悼合悼,72,-3.2,1026.6,-
傣利档,2022-12-19 17:45,37.226333,126.156556,295,-,-,-,-,-,-,3.8,悼合悼,65,-3.1,1026.6,-
傣利档,2022-12-19 17:46,37.226333,126.156556,294,-,-,-,-,-,-,3.9,悼合悼,65,-3.1,1026.6,-
傣利档,2022-12-19 17:47,37.226333,126.156556,293,-,-,-,-,-,-,2.8,悼合悼,66,-3.1,1026.6,-
傣利档,2022-12-19 17:48,37.226333,126.156556,291,-,-,-,-,-,-,2.8,合悼,44,-3.2,1026.6,-
傣利档,2022-12-19 17:49,37.226333,126.156556,290,-,-,-,-,-,-,3,悼合悼,61,-3.2,1026.6,-
傣利档,2022-12-19 17:50,37.226333,126.156556,289,-,-,-,-,-,-,2.7,合悼,48,-3.2,1026.7,-
傣利档,2022-12-19 17:51,37.226333,126.156556,288,-,-,-,-,-,-,3,悼合悼,76,-3.2,1026.7,-
傣利档,2022-12-19 17:52,37.226333,126.156556,287,-,-,-,-,-,-,3.6,悼合悼,65,-3.3,1026.7,-
傣利档,2022-12-19 17:53,37.226333,126.156556,285,-,-,-,-,-,-,2.9,悼合悼,66,-3.3,1026.8,-
傣利档,2022-12-19 17:54,37.226333,126.156556,284,-,-,-,-,-,-,3.2,悼合悼,68,-3.3,1026.7,-
傣利档,2022-12-19 17:55,37.226333,126.156556,283,-,-,-,-,-,-,2,合悼,34,-3.3,1026.7,-
傣利档,2022-12-19 17:56,37.226333,126.156556,282,-,-,-,-,-,-,1.5,合悼,48,-3.3,1026.6,-
傣利档,2022-12-19 17:57,37.226333,126.156556,281,-,-,-,-,-,-,1.8,合合悼,29,-3.2,1026.7,-
傣利档,2022-12-19 17:58,37.226333,126.156556,280,-,-,-,-,-,-,2.4,悼合悼,66,-3.1,1026.8,-
傣利档,2022-12-19 17:59,37.226333,126.156556,279,-,-,-,-,-,-,3.2,悼合悼,72,-3,1026.8,-
傣利档,2022-12-19 18:00,37.226333,126.156556,278,-,-,-,-,-,-,3.1,悼,93,-3.1,1026.8,-
傣利档,2022-12-19 18:01,37.226333,126.156556,276,-,-,-,-,-,-,2.8,悼,95,-3.1,1026.8,-
傣利档,2022-12-19 18:02,37.226333,126.156556,275,-,-,-,-,-,-,3.5,悼合悼,76,-3,1026.8,-
傣利档,2022-12-19 18:03,37.226333,126.156556,274,-,-,-,-,-,-,2.3,悼合悼,70,-3,1026.9,-
傣利档,2022-12-19 18:04,37.226333,126.156556,273,-,-,-,-,-,-,3,悼合悼,61,-3,1026.9,-
傣利档,2022-12-19 18:05,37.226333,126.156556,272,-,-,-,-,-,-,2.9,合悼,44,-3,1027,-
傣利档,2022-12-19 18:06,37.226333,126.156556,271,-,-,-,-,-,-,3.1,合悼,48,-3.1,1027,-
傣利档,2022-12-19 18:07,37.226333,126.156556,270,-,-,-,-,-,-,1.8,合悼,41,-3.2,1027,-
傣利档,2022-12-19 18:08,37.226333,126.156556,269,-,-,-,-,-,-,0.7,合悼,39,-3.2,1027,-
傣利档,2022-12-19 18:09,37.226333,126.156556,268,-,-,-,-,-,-,2.8,悼合悼,68,-3.2,1027,-
傣利档,2022-12-19 18:10,37.226333,126.156556,267,-,-,-,-,-,-,2.4,合悼,51,-3.1,1027,-
傣利档,2022-12-19 18:11,37.226333,126.156556,266,-,-,-,-,-,-,2,悼合悼,76,-3.1,1027,-
傣利档,2022-12-19 18:12,37.226333,126.156556,265,-,-,-,-,-,-,1.9,悼合悼,78,-3.1,1027.1,-
傣利档,2022-12-19 18:13,37.226333,126.156556,264,-,-,-,-,-,-,1.7,悼,79,-3.1,1027.1,-
傣利档,2022-12-19 18:14,37.226333,126.156556,263,-,-,-,-,-,-,2.3,悼合悼,69,-3.2,1027.1,-
傣利档,2022-12-19 18:15,37.226333,126.156556,262,-,-,-,-,-,-,1.7,合悼,48,-3.1,1027.1,-
傣利档,2022-12-19 18:16,37.226333,126.156556,262,-,-,-,-,-,-,2.3,合悼,40,-3.1,1027.1,-
傣利档,2022-12-19 18:17,37.226333,126.156556,261,-,-,-,-,-,-,2.3,合悼,52,-3.1,1027.1,-
傣利档,2022-12-19 18:18,37.226333,126.156556,260,-,-,-,-,-,-,2.4,悼合悼,63,-3.1,1027.1,-
傣利档,2022-12-19 18:19,37.226333,126.156556,259,-,-,-,-,-,-,1.1,悼合悼,61,-3.1,1027.1,-
傣利档,2022-12-19 18:20,37.226333,126.156556,258,-,-,-,-,-,-,0.3,合合悼,19,-3.1,1027.1,-
傣利档,2022-12-19 18:21,37.226333,126.156556,257,-,-,-,-,-,-,0.8,合悼,40,-3,1027.1,-
傣利档,2022-12-19 18:22,37.226333,126.156556,256,-,-,-,-,-,-,2.2,合悼,53,-3,1027.1,-
傣利档,2022-12-19 18:23,37.226333,126.156556,256,-,-,-,-,-,-,1.8,合悼,48,-3,1027.1,-
傣利档,2022-12-19 18:24,37.226333,126.156556,255,-,-,-,-,-,-,2.4,悼合悼,57,-3,1027.1,-
傣利档,2022-12-19 18:25,37.226333,126.156556,254,-,-,-,-,-,-,2.2,悼合悼,78,-3,1027.1,-
傣利档,2022-12-19 18:26,37.226333,126.156556,253,-,-,-,-,-,-,2.1,悼合悼,74,-3,1027.1,-
傣利档,2022-12-19 18:27,37.226333,126.156556,252,-,-,-,-,-,-,1.4,合悼,35,-3,1027.1,-
傣利档,2022-12-19 18:28,37.226333,126.156556,252,-,-,-,-,-,-,2.5,悼合悼,65,-3,1027.1,-
傣利档,2022-12-19 18:29,37.226333,126.156556,251,-,-,-,-,-,-,2.4,合悼,48,-3,1027.1,-
傣利档,2022-12-19 18:30,37.226333,126.156556,250,-,-,-,-,-,-,2.6,合悼,55,-3,1027.1,-
傣利档,2022-12-19 18:31,37.226333,126.156556,249,-,-,-,-,-,-,2.3,合悼,55,-3,1027.1,-
傣利档,2022-12-19 18:32,37.226333,126.156556,248,-,-,-,-,-,-,2.6,合悼,56,-3,1027.1,-
傣利档,2022-12-19 18:33,37.226333,126.156556,248,-,-,-,-,-,-,1.5,合悼,51,-3,1027.1,-
傣利档,2022-12-19 18:34,37.226333,126.156556,247,-,-,-,-,-,-,2.5,合悼,49,-3,1027.1,-
傣利档,2022-12-19 18:35,37.226333,126.156556,246,-,-,-,-,-,-,2.2,合悼,44,-2.9,1027.1,-
傣利档,2022-12-19 18:36,37.226333,126.156556,246,-,-,-,-,-,-,2.1,合悼,55,-3,1027.1,-
傣利档,2022-12-19 18:37,37.226333,126.156556,245,-,-,-,-,-,-,2.8,悼合悼,75,-3,1027.1,-
傣利档,2022-12-19 18:38,37.226333,126.156556,-,-,-,-,-,-,-,3.1,悼合悼,78,-3,1027.1,-
傣利档,2022-12-19 18:39,37.226333,126.156556,244,-,-,-,-,-,-,3,合悼,54,-2.9,1027.1,-
傣利档,2022-12-19 18:40,37.226333,126.156556,243,-,-,-,-,-,-,1.8,合,11,-2.8,1027.1,-
傣利档,2022-12-19 18:41,37.226333,126.156556,243,-,-,-,-,-,-,1.3,合悼,47,-2.9,1027.1,-
傣利档,2022-12-19 18:42,37.226333,126.156556,242,-,-,-,-,-,-,1.3,合合悼,16,-2.9,1027.1,-
傣利档,2022-12-19 18:43,37.226333,126.156556,242,-,-,-,-,-,-,2.5,合悼,54,-2.9,1027.1,-
傣利档,2022-12-19 18:44,37.226333,126.156556,241,-,-,-,-,-,-,2.4,合悼,56,-2.9,1027.1,-
傣利档,2022-12-19 18:45,37.226333,126.156556,241,-,-,-,-,-,-,2,悼合悼,57,-3,1027.1,-
傣利档,2022-12-19 18:46,37.226333,126.156556,240,-,-,-,-,-,-,2.7,合悼,48,-3,1027.1,-
傣利档,2022-12-19 18:47,37.226333,126.156556,240,-,-,-,-,-,-,2.7,悼合悼,61,-3,1027.1,-
傣利档,2022-12-19 18:48,37.226333,126.156556,239,-,-,-,-,-,-,2.2,悼合悼,76,-3,1027.1,-
傣利档,2022-12-19 18:49,37.226333,126.156556,239,-,-,-,-,-,-,2.3,合悼,55,-3,1027.1,-
傣利档,2022-12-19 18:50,37.226333,126.156556,238,-,-,-,-,-,-,2.7,悼合悼,57,-3,1027.1,-
傣利档,2022-12-19 18:51,37.226333,126.156556,238,-,-,-,-,-,-,3.1,合悼,40,-3,1027.1,-
傣利档,2022-12-19 18:52,37.226333,126.156556,237,-,-,-,-,-,-,2.3,合,11,-3,1027.1,-
傣利档,2022-12-19 18:53,37.226333,126.156556,237,-,-,-,-,-,-,2,合合辑,335,-3,1027.1,-
傣利档,2022-12-19 18:54,37.226333,126.156556,236,-,-,-,-,-,-,1.5,合,8,-3,1027.1,-
傣利档,2022-12-19 18:55,37.226333,126.156556,236,-,-,-,-,-,-,1.1,悼,81,-3,1027.1,-
傣利档,2022-12-19 18:56,37.226333,126.156556,236,-,-,-,-,-,-,2.4,悼合悼,65,-3,1027.1,-
傣利档,2022-12-19 18:57,37.226333,126.156556,235,-,-,-,-,-,-,2.3,合悼,45,-2.9,1027.1,-
傣利档,2022-12-19 18:58,37.226333,126.156556,235,-,-,-,-,-,-,1.7,合悼,43,-2.9,1027.1,-
傣利档,2022-12-19 18:59,37.226333,126.156556,234,-,-,-,-,-,-,2.1,悼合悼,58,-2.9,1027.1,-
傣利档,2022-12-19 19:00,37.226333,126.156556,234,-,-,-,-,-,-,2,悼合悼,78,-2.9,1027.1,-
傣利档,2022-12-19 19:01,37.226333,126.156556,234,-,-,-,-,-,-,2.7,悼合悼,69,-2.9,1027.1,-
傣利档,2022-12-19 19:02,37.226333,126.156556,233,-,-,-,-,-,-,1.7,合悼,52,-2.9,1027.1,-
傣利档,2022-12-19 19:03,37.226333,126.156556,233,-,-,-,-,-,-,2,合悼,48,-2.9,1027.1,-
傣利档,2022-12-19 19:04,37.226333,126.156556,233,-,-,-,-,-,-,2.3,悼合悼,71,-2.9,1027.1,-
傣利档,2022-12-19 19:05,37.226333,126.156556,233,-,-,-,-,-,-,1.8,悼合悼,72,-2.9,1027.2,-
傣利档,2022-12-19 19:06,37.226333,126.156556,233,-,-,-,-,-,-,1.4,合悼,43,-2.9,1027.2,-
傣利档,2022-12-19 19:07,37.226333,126.156556,233,-,-,-,-,-,-,0.3,合悼,49,-2.8,1027.2,-
傣利档,2022-12-19 19:08,37.226333,126.156556,232,-,-,-,-,-,-,1.2,合悼,53,-2.7,1027.2,-
傣利档,2022-12-19 19:09,37.226333,126.156556,232,-,-,-,-,-,-,0.8,悼合悼,68,-2.6,1027.2,-
傣利档,2022-12-19 19:10,37.226333,126.156556,232,-,-,-,-,-,-,0.3,合悼,38,-2.6,1027.4,-
傣利档,2022-12-19 19:11,37.226333,126.156556,232,-,-,-,-,-,-,0,合合悼,23,-2.6,1027.4,-
傣利档,2022-12-19 19:12,37.226333,126.156556,231,-,-,-,-,-,-,0.1,合合辑,328,-2.6,1027.4,-
傣利档,2022-12-19 19:13,37.226333,126.156556,231,-,-,-,-,-,-,1.2,合,355,-2.6,1027.4,-
傣利档,2022-12-19 19:14,37.226333,126.156556,231,-,-,-,-,-,-,1.2,合合悼,33,-2.7,1027.4,-
傣利档,2022-12-19 19:15,37.226333,126.156556,231,-,-,-,-,-,-,1.6,合合悼,15,-2.8,1027.4,-
傣利档,2022-12-19 19:16,37.226333,126.156556,231,-,-,-,-,-,-,1.4,合悼,35,-2.8,1027.4,-
傣利档,2022-12-19 19:17,37.226333,126.156556,231,-,-,-,-,-,-,0.8,合悼,45,-2.9,1027.4,-
傣利档,2022-12-19 19:18,37.226333,126.156556,230,-,-,-,-,-,-,1.2,合悼,42,-2.8,1027.4,-
傣利档,2022-12-19 19:19,37.226333,126.156556,230,-,-,-,-,-,-,1.6,合悼,51,-2.7,1027.4,-
傣利档,2022-12-19 19:20,37.226333,126.156556,230,-,-,-,-,-,-,2,悼合悼,62,-2.7,1027.4,-
傣利档,2022-12-19 19:21,37.226333,126.156556,230,-,-,-,-,-,-,1.5,悼,81,-2.8,1027.4,-
傣利档,2022-12-19 19:22,37.226333,126.156556,230,-,-,-,-,-,-,1.9,悼合悼,60,-2.8,1027.4,-
傣利档,2022-12-19 19:23,37.226333,126.156556,230,-,-,-,-,-,-,1.7,合悼,42,-2.7,1027.4,-
傣利档,2022-12-19 19:24,37.226333,126.156556,229,-,-,-,-,-,-,1.8,合悼,49,-2.8,1027.4,-
傣利档,2022-12-19 19:25,37.226333,126.156556,229,-,-,-,-,-,-,1.1,合合悼,13,-2.8,1027.4,-
傣利档,2022-12-19 19:26,37.226333,126.156556,229,-,-,-,-,-,-,1.1,合合悼,14,-2.9,1027.4,-
傣利档,2022-12-19 19:27,37.226333,126.156556,229,-,-,-,-,-,-,1.2,合悼,40,-3,1027.4,-
傣利档,2022-12-19 19:28,37.226333,126.156556,229,-,-,-,-,-,-,1.3,合,354,-3,1027.4,-
傣利档,2022-12-19 19:29,37.226333,126.156556,229,-,-,-,-,-,-,1,合合辑,330,-3,1027.4,-
傣利档,2022-12-19 19:30,37.226333,126.156556,229,-,-,-,-,-,-,0.9,合辑,306,-3.1,1027.4,-
傣利档,2022-12-19 19:31,37.226333,126.156556,229,-,-,-,-,-,-,0.8,合合辑,337,-3.1,1027.6,-
傣利档,2022-12-19 19:32,37.226333,126.156556,229,-,-,-,-,-,-,0.7,合合辑,336,-3.1,1027.6,-
傣利档,2022-12-19 19:33,37.226333,126.156556,229,-,-,-,-,-,-,0.5,合,5,-3.2,1027.6,-
傣利档,2022-12-19 19:34,37.226333,126.156556,229,-,-,-,-,-,-,0.7,合合悼,19,-3.1,1027.6,-
傣利档,2022-12-19 19:35,37.226333,126.156556,229,-,-,-,-,-,-,0.2,合合悼,30,-3.1,1027.6,-
傣利档,2022-12-19 19:36,37.226333,126.156556,229,-,-,-,-,-,-,0.4,合合悼,15,-3.1,1027.6,-
傣利档,2022-12-19 19:37,37.226333,126.156556,229,-,-,-,-,-,-,0.1,合,353,-3.1,1027.6,-
傣利档,2022-12-19 19:38,37.226333,126.156556,229,-,-,-,-,-,-,0.1,合辑,319,-3.2,1027.6,-
傣利档,2022-12-19 19:39,37.226333,126.156556,229,-,-,-,-,-,-,1.2,合,357,-3.2,1027.6,-
傣利档,2022-12-19 19:40,37.226333,126.156556,230,-,-,-,-,-,-,1.1,合合辑,335,-3.3,1027.6,-
傣利档,2022-12-19 19:41,37.226333,126.156556,230,-,-,-,-,-,-,1.2,合合辑,327,-3.4,1027.6,-
傣利档,2022-12-19 19:42,37.226333,126.156556,230,-,-,-,-,-,-,0.5,合辑,305,-3.5,1027.6,-
傣利档,2022-12-19 19:43,37.226333,126.156556,230,-,-,-,-,-,-,0.5,合辑,324,-3.6,1027.6,-
傣利档,2022-12-19 19:44,37.226333,126.156556,230,-,-,-,-,-,-,0.8,合合辑,333,-3.6,1027.6,-
傣利档,2022-12-19 19:45,37.226333,126.156556,230,-,-,-,-,-,-,1,合合辑,329,-3.6,1027.6,-
傣利档,2022-12-19 19:46,37.226333,126.156556,230,-,-,-,-,-,-,0.6,合,354,-3.6,1027.6,-
傣利档,2022-12-19 19:47,37.226333,126.156556,231,-,-,-,-,-,-,0.7,合辑,322,-3.6,1027.6,-
傣利档,2022-12-19 19:48,37.226333,126.156556,231,-,-,-,-,-,-,1.3,合合辑,339,-3.5,1027.6,-
傣利档,2022-12-19 19:49,37.226333,126.156556,231,-,-,-,-,-,-,0.9,合合辑,338,-3.5,1027.7,-
傣利档,2022-12-19 19:50,37.226333,126.156556,231,-,-,-,-,-,-,0.8,合,352,-3.5,1027.7,-
傣利档,2022-12-19 19:51,37.226333,126.156556,231,-,-,-,-,-,-,0.8,合,349,-3.5,1027.7,-
傣利档,2022-12-19 19:52,37.226333,126.156556,232,-,-,-,-,-,-,1,合合辑,347,-3.5,1027.7,-
傣利档,2022-12-19 19:53,37.226333,126.156556,232,-,-,-,-,-,-,0.4,合合悼,14,-3.5,1027.7,-
傣利档,2022-12-19 19:54,37.226333,126.156556,233,-,-,-,-,-,-,0.1,合合辑,339,-3.5,1027.7,-
傣利档,2022-12-19 19:55,37.226333,126.156556,234,-,-,-,-,-,-,1.3,合,356,-3.5,1027.7,-
傣利档,2022-12-19 19:56,37.226333,126.156556,234,-,-,-,-,-,-,0.8,合合辑,346,-3.5,1027.7,-
傣利档,2022-12-19 19:57,37.226333,126.156556,235,-,-,-,-,-,-,0.2,合合辑,328,-3.5,1027.7,-
傣利档,2022-12-19 19:58,37.226333,126.156556,236,-,-,-,-,-,-,0.6,合合辑,327,-3.5,1027.7,-
傣利档,2022-12-19 19:59,37.226333,126.156556,236,-,-,-,-,-,-,1.2,合合辑,336,-3.5,1027.7,-
傣利档,2022-12-19 20:00,37.226333,126.156556,236,-,-,-,-,-,-,1,合合辑,340,-3.4,1027.7,-
傣利档,2022-12-19 20:01,37.226333,126.156556,237,-,-,-,-,-,-,1.1,合合辑,336,-3.4,1027.7,-
傣利档,2022-12-19 20:02,37.226333,126.156556,237,-,-,-,-,-,-,0.9,合合辑,333,-3.5,1027.7,-
傣利档,2022-12-19 20:03,37.226333,126.156556,237,-,-,-,-,-,-,1,辑合辑,297,-3.6,1027.7,-
傣利档,2022-12-19 20:04,37.226333,126.156556,238,-,-,-,-,-,-,0.3,合辑,319,-3.7,1027.7,-
傣利档,2022-12-19 20:05,37.226333,126.156556,239,-,-,-,-,-,-,0.1,合合辑,332,-3.7,1027.7,-
傣利档,2022-12-19 20:06,37.226333,126.156556,240,-,-,-,-,-,-,0.1,合,358,-3.8,1027.7,-
傣利档,2022-12-19 20:07,37.226333,126.156556,240,-,-,-,-,-,-,0.1,合合辑,346,-3.8,1027.7,-
傣利档,2022-12-19 20:08,37.226333,126.156556,241,-,-,-,-,-,-,0.5,悼,88,-3.7,1027.7,-
傣利档,2022-12-19 20:09,37.226333,126.156556,242,-,-,-,-,-,-,1.9,悼合悼,62,-3.5,1027.7,-
傣利档,2022-12-19 20:10,37.226333,126.156556,242,-,-,-,-,-,-,1.3,合悼,54,-3.2,1027.7,-
傣利档,2022-12-19 20:11,37.226333,126.156556,243,-,-,-,-,-,-,0.8,合悼,40,-3,1027.7,-
傣利档,2022-12-19 20:12,37.226333,126.156556,244,-,-,-,-,-,-,1.1,合合悼,24,-2.9,1027.7,-
傣利档,2022-12-19 20:13,37.226333,126.156556,245,-,-,-,-,-,-,0.7,合合悼,27,-2.8,1027.7,-
傣利档,2022-12-19 20:14,37.226333,126.156556,246,-,-,-,-,-,-,0.7,合悼,38,-2.7,1027.7,-
傣利档,2022-12-19 20:15,37.226333,126.156556,247,-,-,-,-,-,-,0.9,合悼,56,-2.6,1027.7,-
傣利档,2022-12-19 20:16,37.226333,126.156556,247,-,-,-,-,-,-,0.8,合悼,49,-2.5,1027.7,-
傣利档,2022-12-19 20:17,37.226333,126.156556,248,-,-,-,-,-,-,1.7,合悼,39,-2.5,1027.8,-
傣利档,2022-12-19 20:18,37.226333,126.156556,249,-,-,-,-,-,-,2.1,合悼,52,-2.5,1027.8,-
傣利档,2022-12-19 20:19,37.226333,126.156556,250,-,-,-,-,-,-,1.6,合悼,49,-2.5,1027.7,-
傣利档,2022-12-19 20:20,37.226333,126.156556,251,-,-,-,-,-,-,1.1,合合悼,25,-2.5,1027.8,-
傣利档,2022-12-19 20:21,37.226333,126.156556,251,-,-,-,-,-,-,1.1,合合辑,345,-2.5,1027.8,-
傣利档,2022-12-19 20:22,37.226333,126.156556,252,-,-,-,-,-,-,1.5,合,357,-2.6,1027.8,-
傣利档,2022-12-19 20:23,37.226333,126.156556,253,-,-,-,-,-,-,1.6,合合悼,12,-2.6,1027.8,-
傣利档,2022-12-19 20:24,37.226333,126.156556,253,-,-,-,-,-,-,0.7,合,0,-2.7,1027.8,-
傣利档,2022-12-19 20:25,37.226333,126.156556,254,-,-,-,-,-,-,1,合合辑,347,-2.7,1027.8,-
傣利档,2022-12-19 20:26,37.226333,126.156556,255,-,-,-,-,-,-,0.8,合合悼,17,-2.8,1027.8,-
傣利档,2022-12-19 20:27,37.226333,126.156556,256,-,-,-,-,-,-,0.3,悼,79,-2.8,1027.8,-
傣利档,2022-12-19 20:28,37.226333,126.156556,258,-,-,-,-,-,-,1.9,悼合悼,62,-2.7,1027.8,-
傣利档,2022-12-19 20:29,37.226333,126.156556,259,-,-,-,-,-,-,1.6,合悼,42,-2.5,1027.8,-
傣利档,2022-12-19 20:30,37.226333,126.156556,260,-,-,-,-,-,-,2.1,合悼,56,-2.5,1027.8,-
傣利档,2022-12-19 20:31,37.226333,126.156556,261,-,-,-,-,-,-,2.1,合悼,53,-2.5,1027.8,-
傣利档,2022-12-19 20:32,37.226333,126.156556,261,-,-,-,-,-,-,2.2,合悼,48,-2.6,1027.8,-
傣利档,2022-12-19 20:33,37.226333,126.156556,262,-,-,-,-,-,-,2,合悼,50,-2.6,1027.8,-
傣利档,2022-12-19 20:34,37.226333,126.156556,263,-,-,-,-,-,-,1.5,合悼,36,-2.6,1027.8,-
傣利档,2022-12-19 20:35,37.226333,126.156556,264,-,-,-,-,-,-,1,合合悼,16,-2.6,1027.8,-
傣利档,2022-12-19 20:36,37.226333,126.156556,265,-,-,-,-,-,-,0.7,合合辑,331,-2.6,1027.8,-
傣利档,2022-12-19 20:37,37.226333,126.156556,266,-,-,-,-,-,-,0.6,合,355,-2.6,1027.8,-
傣利档,2022-12-19 20:38,37.226333,126.156556,267,-,-,-,-,-,-,0.7,合合辑,342,-2.6,1027.8,-
傣利档,2022-12-19 20:39,37.226333,126.156556,268,-,-,-,-,-,-,1.1,合合辑,348,-2.7,1027.8,-
傣利档,2022-12-19 20:40,37.226333,126.156556,268,-,-,-,-,-,-,1.2,合,357,-2.8,1027.8,-
傣利档,2022-12-19 20:41,37.226333,126.156556,269,-,-,-,-,-,-,1.3,合,0,-2.8,1027.8,-
傣利档,2022-12-19 20:42,37.226333,126.156556,270,-,-,-,-,-,-,1.4,合,351,-2.8,1027.8,-
傣利档,2022-12-19 20:43,37.226333,126.156556,272,-,-,-,-,-,-,1.3,合合辑,341,-2.9,1027.8,-
傣利档,2022-12-19 20:44,37.226333,126.156556,273,-,-,-,-,-,-,1.5,合合辑,343,-2.9,1027.8,-
傣利档,2022-12-19 20:45,37.226333,126.156556,274,-,-,-,-,-,-,1.1,合,357,-2.9,1027.8,-
傣利档,2022-12-19 20:46,37.226333,126.156556,276,-,-,-,-,-,-,1.8,合,8,-2.9,1027.8,-
傣利档,2022-12-19 20:47,37.226333,126.156556,277,-,-,-,-,-,-,1.4,合,359,-2.9,1027.8,-
傣利档,2022-12-19 20:48,37.226333,126.156556,278,-,-,-,-,-,-,1.7,合悼,44,-2.9,1028,-
傣利档,2022-12-19 20:49,37.226333,126.156556,279,-,-,-,-,-,-,0.9,合合悼,30,-2.9,1028,-
傣利档,2022-12-19 20:50,37.226333,126.156556,281,-,-,-,-,-,-,0.9,合合悼,28,-2.9,1028,-
傣利档,2022-12-19 20:51,37.226333,126.156556,281,-,-,-,-,-,-,1.7,合悼,40,-2.8,1028,-
傣利档,2022-12-19 20:52,37.226333,126.156556,282,-,-,-,-,-,-,0.6,合合悼,32,-2.7,1028,-
傣利档,2022-12-19 20:53,37.226333,126.156556,283,-,-,-,-,-,-,1.2,合,11,-2.7,1028,-
傣利档,2022-12-19 20:54,37.226333,126.156556,284,-,-,-,-,-,-,1.2,合,355,-2.7,1027.9,-
傣利档,2022-12-19 20:55,37.226333,126.156556,285,-,-,-,-,-,-,1.2,合,354,-2.7,1027.9,-
傣利档,2022-12-19 20:56,37.226333,126.156556,286,-,-,-,-,-,-,1.1,合,352,-2.9,1028,-
傣利档,2022-12-19 20:57,37.226333,126.156556,287,-,-,-,-,-,-,1.1,合,350,-3.1,1028,-
傣利档,2022-12-19 20:58,37.226333,126.156556,289,-,-,-,-,-,-,1.1,合合辑,341,-3.2,1028,-
傣利档,2022-12-19 20:59,37.226333,126.156556,290,-,-,-,-,-,-,1.1,合合辑,335,-3.4,1028,-
傣利档,2022-12-19 21:00,37.226333,126.156556,291,-,-,-,-,-,-,1.2,合合辑,331,-3.5,1028,-
